username,review,tahun,aplikasi,clean_text,sentiment_score,label
RANGGA BRINE2005,"aplikasinya bug, keluar terus saat pencet aplikasinya.",2025,brimo,aplikasi bug pencet aplikasi,0,netral
ardianto patila,"aplikasi yg ribetnya minta ampun,.udah tau username udah tau sandi,masih di anggap mencurigaka. cuma karna pindah hp. trus harus aktifin data di SIM 1 segala dan harus ada datanya baru bisa masuk. yg lebih parahnya, brimo di buka ga bisa bisa katanya jaringan internet ga stabil, ok lah ,gue ganti data pake kartu lain, tetep ga bisa sekalinya bisa, udah ke buka brimonya, pas mau top up ewallet katanya no hp gue ga bener, padahal udah bener, dan ga bisa trus menerus.",2025,brimo,aplikasi ribetnya ampunudah username sandimasih anggap mencurigaka pindah handphone aktifin data sim data bisa masuk parah brimo buka tidak bisa bisa jaring internet tidak stabil ok ganti data pakai kartu tetep tidak bisa sekali bisa buka brimonya cocok top up ewallet no handphone tidak tidak bisa terus,1,positif
annic areg kiranery,"kenapa ini jadi gak bisa login, kmren2 enak lho... tolong di cek lagi donk untuk pihak brimo nya",2025,brimo,tidak bisa login kemarin enak lho tolong cek donk brimo,0,netral
Yanto Yans,"aplikasi tidak bisa login karena selalu ada pesan ""Selesaikan Panggilan Telepon dulu"" padahal tidak ada panggilan telepon yg berlangsung, dan tidak buka aplikasi lain selain Brimo",2025,brimo,aplikasi tidak bisa login pesan selesai panggil telepon tidak panggil telepon tidak buka aplikasi brimo,0,netral
Yudhy Bungas,"ada apa dengan brimo,tidak bisa dibuka,,wah parah nih pelayanan buruk",2025,brimo,brimotidak bisa dibukawah parah layan buruk,-2,negatif
destri astri,"telpon bebas pulsa menunggu antrian sampai 10 menit lebih,sdh nyambung malah putus"" padahal sinyal kuat",2025,brimo,telpon bebas pulsa tunggu antri menit lebihsdh nyambung putus sinyal kuat,-1,negatif
Bangun dong Lupus,semakin tidak karuan. terindikasi aplikasi di modifikasi. motor modifikasi?? hape satu satunya. brimo selama ini lancar kok Tb² muncul keterangan begitu. mana lagi ada duitnya pula. ribet bgt sih brimo cindy,2025,brimo,tidak karuan indikasi aplikasi modifikasi motor modifikasi hape satu brimo lancar tb muncul terang duit ribet banget brimo cindy,0,netral
Ardnti Ntii,"Mohon d perbaiki dari sistem nya saya susah masuk padahal pin nya sudah sya masukin bener trus wktu lupa pw ttep aja cht ke pihak Bri nya ga ada respn sama sekli apa mentang2 saya isi saldo ga seberapa jdi ga ada prbaikan sma g d respn sama sekali, udh lwat ig wa maupun tlpn biasa kcewa si pelayanan nya jauh beda sama Bank BCA sama yng lain nya🙏😒",2025,brimo,mohon baik sistem susah masuk pin sya masukin wktu lupa pw ttep cht bri tidak respn sekli mentang isi saldo tidak tidak prbaikan tidak respn lwat ig wa tlpn kcewa si layan beda bank bca yng,0,netral
Refnia Sri puspa dewi,"maaf banget, kenapa akun saya tiba-tiba ke blokir? tiba-tiba pergantian nomor telfon? padahal akun brimo saya ga nganggur, sering saya pake buat tranfer, udah lama pake gada masalah tapi tiba-tiba gini, aga kecewa jadinya",2025,brimo,maaf banget akun tibatiba blokir tibatiba ganti nomor telfon akun brimo tidak nganggur pakai tranfer lama pakai gada tibatiba gin aga kecewa,-2,negatif
Abdul Mukharam,"sudah makin jelek, mau ss aja udh gk bisa lol bgt",2025,brimo,jelek ss tidak bisa lol banget,-1,negatif
Diki Wahyudii,potong nya bayak nget keterlaluan kamu ini,2025,brimo,potong bayak nget,0,netral
Shofi Mirza,"di aplikasi terbaru versi 2.89.0 ini baru nemu ada fitur ""reversal dana"". entah itu karena jaringan sedang buruk atau gimana. itu muncul saat saya mau transfer ke rekening orang lain, eh malah gagal dengan tulisan reversal dana. dan, status transaksi tersebut pada tab aktivitas masih dalam ""diproses"". ux nya malah bikin bingung user",2025,brimo,aplikasi baru versi nemu fitur reversal dana jaring buruk muncul transfer rekening orang eh gagal tulis reversal dana status transaksi tab aktivitas proses ux bingung user,-3,negatif
Setiawan Agung,SERING BANYAK KENDALA COK ASLI,2025,brimo,kendala cok asli,-1,negatif
Abdul Razak,aplikasi brimo saya tidak bisa terbuka,2025,brimo,aplikasi brimo tidak bisa buka,0,netral
Riska Yani,"tidak bisa ter instal padahal jaringan ada paket data juga ada tapi tetap tidak bisa ter instal mana butuh banget lagi, tolong solusinya harus gimana?",2025,brimo,tidak bisa ter instal jaring paket data tidak bisa ter instal butuh banget tolong solusi,0,netral
Dika Laksana,ini saldo udah buat qr udah ngurangin tapi dari tdi cuma proses ya ampun gimane ni,2025,brimo,saldo qr ngurangin tdi proses ampun gimane,0,netral
Farm Rabirt,mohon perbaiki saldo minim untuk topup.,2025,brimo,mohon baik saldo minim topup,1,positif
OG Chanel,woooooy àplikasu kenapa eror trus ... diperbaiki segeralah gk becus banget ampun dah dulu gk kayak gini dah,2025,brimo,wooy plikasu error baik segera tidak becus banget ampun tidak gin,0,netral
Satria Munanda,layanan bebas pulsa tapi susah terhubung dengan agen.,2025,brimo,layan bebas pulsa susah hubung agen,-1,negatif
Almira Carisa0406,minta di update trs TPI jdi lolaaa fitur nya bagusan sblm di update,2025,brimo,update lolaa fitur bagus sblm update,1,positif
Hartin,BRImo skrg bnyk bgt potongannya 😢,2025,brimo,brimo bnyk banget potong,0,netral
Firman wong,"lebih dari 5 kali sya coba daftar tp selalu gagal. dengan tulisan nomor hp tidak sesuai, pd hal saya mau daftar dan no hp yg sya pakai skrg ini. kan aneh.",2025,brimo,sya coba daftar gagal tulis nomor handphone tidak sesuai pd daftar no handphone sya pakai aneh,-1,negatif
Nanda Muliawan,tolong perbaiki finger printnya.. di pengaturan brimo tidak bisa dinyalakan,2025,brimo,tolong baik finger printnya atur brimo tidak bisa nyala,1,positif
Takdir Tawakkal,"mohon bantuannya kak Admin BRI Mobile, setiap sy mau aktivasi ulang Akun BRI Mobile ketika sy memasukkan KTP lewat camera karena sy ingin aktivasi ulang rekening sy yang dorman selalu ada muncul keterangan jaringan tidak stabil , berhubung jaringan wifi atau paket data sy lancar, mohon bantuannya ya kak",2025,brimo,mohon bantu bri mobile aktivasi ulang akun bri mobile masuk ktp camera aktivasi ulang rekening dorman muncul terang jaring tidak stabil hubung jaring wifi paket data lancar mohon bantu,2,positif
Yuda Jeledeng,"sebelum nya sudah bagus tapi sekarang nggak bisa dibuka kalo pakai data paketan katanya ""masalah jaringan""padahal jaringan bagus2 aja,masak lagi diluar rumah tranfer harus pakai wifi",2025,brimo,bagus tidak bisa buka pakai data paket jaringanpadahal jaring bagus ajamasak luar rumah tranfer pakai wifi,2,positif
Randy27 Ndy,betul bgt min gimna kok gak bisa transaksi melalui transfer.,2025,brimo,banget gimna tidak bisa transaksi transfer,0,netral
Zahra Putri,sering error ketika ingin mentranfer,2025,brimo,error mentranfer,-1,negatif
Nur Wawang,ga bisa daftar,2025,brimo,tidak bisa daftar,0,netral
Dadang Wijaya,gabisa login pakai wifi mohon diperbaiki,2025,brimo,tidak bisa login pakai wifi mohon baik,1,positif
Abdul Salik,kendalanya gangguan terus brimo,2025,brimo,kendala ganggu brimo,-2,negatif
Bela Ciro77,"saya bikin mbanking hp saya hilang, blum di bikin kartu, instal lgi BRimo ga bisa masuk",2025,brimo,mbanking handphone hilang blum kartu instal lgi brimo tidak bisa masuk,0,netral
Tri Arta,"sistem aplikasinya parah, mau buat rek baru malah gak bisa, telalu banyak mencoba lah, waktu sesi foto ktp telah habis la apa lah, parah",2025,brimo,sistem aplikasi parah rekening tidak bisa talu coba sesi foto ktp habis la parah,-2,negatif
Delfan Bly,saya mau daftar akun brimo tapi pas bagian terakhir gak bisa bikin pin brimo nya tulisanya ( transaksi gagal kode ladcc) itu apa ya saya kirim pesan ke cs nya tapi gak ada solusi,2025,brimo,daftar akun brimo cocok tidak bisa pin brimo tulisanya transaksi gagal kode ladcc kirim pesan customer service tidak solusi,-1,negatif
Wanto Keyboard,"semakin update, banyak eror nya. kepada team BRImo, kalo apkikasi sudah stabil, jangan di bikin aneh².",2025,brimo,update error team brimo apkikasi stabil aneh,0,netral
cindy,apknya sering bgt error. yg tarik tunai uang ga keluar tapi saldonya berkurang. yang transaksi pake qriss gagal sampe nyoba berkali kali tapi saldonya berkurang😢. nyoba buat laporan juga prosesnya lama. mungkin bisa diperbaiki ya. tambah satu lagi. nyoba nelpon pusat bantuan sekali terputus. nyoba nelpon lagi ga bisa. emg anti kritik ya? tolong bgt diperbaiki🙏 banyak orng yang butuh dan pakai jasa kalian sepertinya sudah sekiranya membentuk kepercayaan dan menerima masukan,2025,brimo,apknya banget error tarik tunai uang tidak saldo kurang transaksi pakai qriss gagal nyoba kali saldo kurang nyoba lapor proses lama bisa baik nyoba nelpon pusat bantu putus nyoba nelpon tidak bisa anti kritik tolong banget baik orng butuh pakai jasa bentuk percaya terima masuk,-2,negatif
Yuni Sari Dharmawati,narik uang.. uang nya ketarik.. smpe skrg ga balik.. trus hri ini mau tarik 500 udh pencet malah keluar 2juta..gimana si BRI,2025,brimo,narik uang uang tarik smpe tidak hri tarik pencet jutagimana si bri,0,netral
Aril Biasa_aja,sekarang banyak error nya,2025,brimo,error,-1,negatif
Muhammad Fabil,jaringan lancar pas buka aplikasi nya di bilang ada gangguan jaringan,2025,brimo,jaring lancar cocok buka aplikasi bilang ganggu jaring,0,netral
Ahmad Sholehuddin.A,"Kenapa sekarang jika mau cek atau top up saldo BRIZZI tidak bisa, dan muncul tulisan ""invalid request"", padahal versi sebelumnya bisa. Mohon untuk dilakukan perbaikan lagi untuk BRIMO. Why can't I check or top up my BRIZZI balance now, and it says ""invalid request,"" even though it worked in the previous version? Please improve BRIMO.",2025,brimo,cek top up saldo brizzi tidak bisa muncul tulis invalid request versi bisa mohon baik brimo why cant i check or top up my brizzi balance now and it says invalid request even though it worked in the previous version please improve brimo,3,positif
Heldy Prima86,"Aplikasi BRImo kadang susah di akses, server terlalu sering eror",2025,brimo,aplikasi brimo kadang susah akses server error,-2,negatif
Raden risky ramadhan,aplikasi nya tidak enk banget salah dikit aja langsung terulang tolong dong otpnya diwa aja jangan di SMS tolong dong di perbaiki tolong dong sekalian update yg lupa pin nya kak,2025,brimo,aplikasi tidak enk banget salah dikit langsung ulang tolong otpnya diwa pesan tolong baik tolong update lupa pin,1,positif
paulus Payong,kenapa tidak bisa diinstal yah,2025,brimo,tidak bisa diinstal,0,netral
muhammad rizky,ini knp bri g bisa login mentok di loading aja asli mana mau narik uang buat arjen astaga brimoo bkin org susah aja :),2025,brimo,bri tidak bisa login mentok loading asli narik uang arjen astaga brimoo bkin orang susah,-2,negatif
Kancil 44,utk proses pengaduan sangat lama,2025,brimo,proses adu sangat lama,-1,negatif
Abdul Natalia,"aplikasi brimo setelah update malah tidak mau masuk ke aplikasi,,, setiap mau masuk pasti selalu keluar ??",2025,brimo,aplikasi brimo update tidak masuk aplikasi masuk,0,netral
Yulius Surya Parjan,apakah setelah login dan membuka menu utama dimana terdapat jumlah rekening itu tidak dapat di screenshot lagi sekarang?,2025,brimo,login buka menu utama mana rekening tidak screenshot,0,netral
Riki Nyess,ini knapa sekarang mutasi rekening brimo ga bisa di screenshot??? ini penting buat aku yg biasa SS mutasi rekening biar tidak lupa isinya. misal lupa isinya saldo tiba2 berkurang siapa yg tanggung jawab??,2025,brimo,knapa mutasi rekening brimo tidak bisa screenshot ss mutasi rekening tidak lupa isi lupa isi saldo kurang tanggung,0,netral
Pepeng Pepeng,aplikasi ribet belibet,2025,brimo,aplikasi ribet belibet,-1,negatif
Siska Sabiyah,"Ini gmna sih sering bang gk bisa di buka tolong lah sistemnya di perbaiki, orang ada keperluan sangat menghambat",2025,brimo,gmna kakak tidak bisa buka tolong sistem baik orang perlu sangat hambat,1,positif
firstalova wulan cantika,"ngebug, gabisa dibuka, jadi menghambat proses transaksi",2025,brimo,ngebug tidak bisa buka hambat proses transaksi,0,netral
Dhirga jarangmandi,Saya mengalami gagal login.dan verifikasi KTP gagal terus,2025,brimo,alami gagal logindan verifikasi ktp gagal,-2,negatif
Febi Fenisia febi ola,"kopet saldo di kuras ampe kering gimana mksdnya,,",2025,brimo,kopet saldo kuras ampe kering mksdnya,0,netral
Yoni Shin,"suka gangguan, saya mau beli paket pakek Qris keterangan gagal, saldo berkurang, masuk notifikasi di mutasi, tapi saldo berkurang, coba lapor tau nya pelayanan nya lambat,",2025,brimo,suka ganggu beli paket pakek qris terang gagal saldo kurang masuk notifikasi mutasi saldo kurang coba lapor layan lambat,-2,negatif
Irkham Nurhadi,Kenapa selalu muncul koneksi internetmu kurang baik? Padahal koneksi internet normal.,2025,brimo,muncul koneksi internetmu kurang koneksi internet normal,0,netral
Nur Waqiah,"brimo kenapa sih padahal awal"" biaya adminnya 5.000 kok sekarang malah jadi 6.000. ini juga kenapa akhir² susah buat login selalu ada 'selesaikan panggilan telpon dulu' padahal ngk lagi telpon sama siapa². Gimana sih ini",2025,brimo,brimo biaya adminnya susah login selesai panggil telpon ngk telpon,-1,negatif
Karin Velisia,kecewa sudah gak bisa ambil screenshot.padahal sy yg pelupa memerlukan itu.,2025,brimo,kecewa tidak bisa ambil screenshotpadahal lupa,-1,negatif
Muhammad Jaelani,bagaimana cara buka aplikasi bnk brimo tapi lupa kata sandi sama name semua nya lupa,2025,brimo,buka aplikasi bnk brimo lupa sandi name lupa,0,netral
Yolanda Variska,"sumpah brimo lu ada masalah apa dah, katanya transaksi ada kendala ada kendala pas di cek ternyata berhasil semua, gua jadi double tf bjir",2025,brimo,sumpah brimo transaksi kendala kendala cocok cek hasil double transfer bjir,-2,negatif
Reval Pradesa,kata nya BRImo tempat aman dn nyaman buat simpan ke uangan tapi banyak potongan padahal notif sms bengking nya udah di non aktif kan tapi ttep kena potongan tiap bulan nya dari sms nya 🤦,2025,brimo,brimo aman dn nyaman simpan uang potong notif pesan bengking non aktif ttep kena potong pesan,2,positif
Mf Store,"susah login, loding terussss",2025,brimo,susah login loding teruss,-1,negatif
Atha Reva,kenapa brimo saya tidak dapat dibuka sudah seminggu tidak bisa dibuka,2025,brimo,brimo tidak buka minggu tidak bisa buka,0,netral
Deco Andrico,"kenapa cek saldo brizii, sekarang harus login dulu? padahal kemaren2 tidak. menyusahkan",2025,brimo,cek saldo brizii login kemaren tidak susah,-1,negatif
Pendi Nurohim,tidak bagus agak rumit ketika lupa pasword dan username,2025,brimo,tidak bagus rumit lupa pasword username,1,positif
Ananda Triian,Gak bisa log in suruh angkat telpon dulu ini gmn ya Mksdnya,2025,brimo,tidak bisa log in suruh angkat telpon gmn mksdnya,0,netral
Tri Arya,"kog brimo buat log in ribet skrg,pdahal dulu cuma masukin username passwor dan pin udah bsa ke buka,skrg hrus pakai verivikasi no hp,bkin susah aja",2025,brimo,kog brimo log in ribet skrgpdahal masukin username passwor pin bsa bukaskrg hrus pakai verivikasi no hpbkin susah,-2,negatif
Feri Wahyudi,"sdh 3x ketik password selalu salah dalam memasukkan pasword, ga tau knp.... padahal passwordnya bener.....ga tau knp",2025,brimo,ketik password salah masuk pasword tidak passwordnya benerga,0,netral
Agum Haris,"saat saya ingin melakukan transaksi, selalu saja gagal dan ada pemberitahuan saya harus keluar dari aplikasi lain. padahal saya tidak mengaktifkan aplikasi lain disaat bersamaan. bahkan sudah saya refresh, tapi tetap saja tidak bisa melakukan transaksi. ini sudah terjadi berkali kali sering delay seperti ini. tolong diperbaiki.",2025,brimo,transaksi gagal pemberitahuan aplikasi tidak aktif aplikasi saat sama refresh tidak bisa transaksi kali delay tolong baik,-1,negatif
regata agusvernando,mau daftar aja ribet banget hadeuh,2025,brimo,daftar ribet banget hadeuh,-1,negatif
Harry Purwanto,"kenapa tiba"" di Hp samsung galaxi A36 brimo g bisa di buka?? solusinya!?",2025,brimo,handphone samsung galaxi a brimo tidak bisa buka solusi,0,netral
Nzaa.,"fitur lupa pin dimunculkan lagi dong,masa harus ke kantor cs BRI lagi sih jaman digital dipermudah dong,masa harus ngantri terus dikantornya payah BUMN Indonesia !",2025,brimo,fitur lupa pin muncul dongmasa kantor customer service bri jaman digital mudah dongmasa ngantri kantor payah bumn indonesia,1,positif
Randi Y,"tolong jgn ambil uang kita , tiba ada biaya admin 3500 ga jelas tolong di hilangkan",2025,brimo,tolong ambil uang biaya tidak tolong hilang,0,netral
basri gemini,"sekarang ko sering gangguan sih, dikit"" minta d update, padahal blom lama d perbaharui udh minta d perbaharui lagi",2025,brimo,ganggu dikit update lama baharu baharu,-2,negatif
Fadilla Idkha Febriyanti,"saat akan buat akun kode verifikasi email terlambat masuk otomatis harus mengulang dari awal, tetapi terlalu sering diulang ada notif ""anda terlalu sering melakukan adegan ini""",2025,brimo,akun kode verifikasi email lambat masuk otomatis ulang ulang notif adegan,-1,negatif
Arie Somantri,BRImo ga bisa di buka?,2025,brimo,brimo tidak bisa buka,0,netral
andriana ekawatiputri,kenapa gak bisa daftar ya,2025,brimo,tidak bisa daftar,0,netral
Zani Anto,susah mau buka akun brimo,2025,brimo,susah buka akun brimo,-1,negatif
Mukhammad Ali,"sering muncul aplikasi tidak bisa dibuka non aktufkan menu exibililitas, padagal menu exibilitas sudah non aktif tp masih selalu muncul dan tidak bisa dibuka",2025,brimo,muncul aplikasi tidak bisa buka non aktufkan menu exibililitas padagal menu exibilitas non aktif muncul tidak bisa buka,0,netral
Rayagung Sidik (ORGAN),ko saldo saya tiba tiba 0 ya,2025,brimo,saldo,0,netral
desmon labuha,"brimo kenapa tidak ajukan pinjaman lagi ,,padahal semua pinjaman udah lunas ?",2025,brimo,brimo tidak aju pinjam pinjam lunas,0,netral
Khafif Arifin,"woi brimo klo jam 12 malam ke atas kenapa eror mulu si buat transaksi ,heran banget deh",2025,brimo,woi brimo jam malam error si transaksi heran banget,-1,negatif
Man Ajora,2 dulu karena belum puas,2025,brimo,puas,1,positif
Sawadheel Ad,"aplikasi gak ada mutu. masuk beranda loading mulu, 2 jam lebih. sedangkan buka aplikasi lain lancar, buka LIVIN mandiri sangat lancar, BCA juga lancar. kenapa Brimo sering gangguan?. team IT nya bagaimana?. sangat buruk pelayanan mu",2025,brimo,aplikasi tidak mutu masuk beranda loading jam buka aplikasi lancar buka livin mandiri sangat lancar bca lancar brimo ganggu team it sangat buruk layan mu,0,netral
Pen Tol,sekarang mau login ribet harus verifikasi wajah mending langsung bisa ini ngga harus lama itu pun masih ga bisa login mohon di bikin kaya dulu aja lah login lewat SMS lebih mudah untuk pengguna brimo,2025,brimo,login ribet verifikasi wajah mending langsung bisa tidak lama tidak bisa login mohon kaya login pesan mudah guna brimo,-1,negatif
Syarifudin,aplikasinya sangat membantu dan bagus Banget jadi memudahkan dalam bertransaksi.tapi yang kurang bagusnya.masa tiga kali lupa password login langsung di blokir...kan bikin ribet.terus mau ganti nomer hp juga harus datang ke kantor bri nya..sangat bikin ribet dijaman yang hampir serba online begini.percuma juga upload foto ktp sama selfie kalo harus datang ke kantornya,2025,brimo,aplikasi sangat bantu bagus banget mudah bertransaksitapi kurang bagusnyamasa lupa password login langsung blokir ribetterus ganti nomer handphone kantor bri nyasangat ribet jam serba online beginipercuma upload foto ktp selfie kantor,1,positif
Daren Keweng,eror tidak dapat di buka.,2025,brimo,error tidak buka,-1,negatif
Muh zacky Alfarisqi,kenapa brimo tdk bisa login,2025,brimo,brimo tidak bisa login,0,netral
Nur Laili Ramadhani,"bayar pake QR sejumlah 35.056, saldo aku 88.769 harusnya sisa uang tinggal 53.000, ini kenapa sisa uang tinggal 48.000. kenapa bayarnya tidak sesuai dengan jumlah yang tertera, kenapa bayarnya melebihi jumlah?? saya mau uangnya di kembalikan.",2025,brimo,bayar pakai qr saldo sisa uang tinggal sisa uang tinggal bayar tidak sesuai tera bayar lebih uang kembali,0,netral
Parman Santoso,mode keamanan sangat mengganggu aktifitas lainnya di hp kami....,2025,brimo,mode aman sangat ganggu aktifitas handphone,0,netral
Maturi Cah'em,"punya saya ko gx bisa dibuka... rincian,a apl ini memiliki bug... begitu.. kenapa ya",2025,brimo,gx bisa buka rinciana apl milik bug,0,netral
arieandrie yullyartha,min gimana caranya buka akun n kok tidak bisa di buka sama sekali,2025,brimo,buka akun n tidak bisa buka,0,netral
boCLAt jatenk,"Atm nya sering eror,,mesin nya kurang ok tombol nya kadang macet. trus saya mo nanya ,ke BRI,saya mo foto saldo di brimo ko bisa.tdk di perbolehkan sama BRI. kan ANEH,BIN LUCU,di saat bank lain bisa cek saldo n di screenshot. brimo yang bagus lah bikin aturan. #bri",2025,brimo,atm erormesin kurang ok tombol kadang macet mo nanya brisaya mo foto saldo brimo bisatdk boleh bri anehbin lucudi bank bisa cek saldo n screenshot brimo bagus atur bri,1,positif
MICHELLE MAGDALENA,dari pagi sampai sekarang gak bisa login sama sekali. buat bayar dadakan susah hbis di perbarui malah tambah sering error,2025,brimo,pagi tidak bisa login bayar dada susah hbis baru error,-2,negatif
rengDesa,Topup E-wallet dibikin susah. saya topup DANA masih disuruh ke aplikasi dana utk bikin virtual akun. cari referensi di group katanya suruh transaksi di jam kerja. kalau butuh nya di malam hari harus nunggu besok kan riwihtu BRI. tak seperti Bank Lain kemajuan teknologinya dann IT nya mumpuni,2025,brimo,topup ewallet bikin susah topup dana suruh aplikasi dana virtual akun cari referensi group suruh transaksi jam kerja butuh malam nunggu besok riwihtu bri bank maju teknologi dann it mumpuni,-1,negatif
Kadek Kharisma,kenapa makin banyak potongan nya ya dari 5k sampai sekarang jadi 9k jadi malas mau pakai dana sering ke Potong banyak pdhl jarang di pakai juga,2025,brimo,potong k k malas pakai dana potong jarang pakai,0,netral
RCN CHANNEL,"Tolong Untuk Brimo dibuat menjadi 24jam/7hari dong, Server sering down....kayak yang buat server anak lulusan SMP",2025,brimo,tolong brimo jam server downkayak server anak lulus smp,0,netral
Cuan Produk,saya coba beli pulsa lagi 30k tapi sama aja gak masuk dan uang saya terpotong 🥲,2025,brimo,coba beli pulsa k tidak masuk uang potong,0,netral
Komarudin,bagus sngt membantu,2025,brimo,bagus sngt bantu,1,positif
Edi S,setelah download brimo yang ini malah gak bisa login,2025,brimo,download brimo tidak bisa login,0,netral
Haritsya Natsir,"Saya ada kendala saat tranfer, nominal transferkan 10k masa saldo saya cukup tidak bisa transfer",2025,brimo,kendala tranfer nominal transfer k saldo tidak bisa transfer,-1,negatif
Nur Andika Eka Tristian,"Telp. call center bri pdahal antrian ke 1 , 10 menit hanya dengar info iklan saja. Belum sampe ke CS nya. Pulsa 50k hanya bisa cukup buat dengar iklan nya saja yang panjang",2025,brimo,telp call center bri pdahal antri menit dengar info iklan customer service pulsa k bisa dengar iklan,0,netral
Keprel Punk,"verifikasi KTP selalu gagal, ini mau daftar ulang karena nomer sempet keblokir, dan skarang udah aktifin nomernya, udah ke cabang 2 kali, kepusat sudah, suruh coba dirumah, ga ada solusi, masalahnya sama tetep di verifikasi KTP padahal KPT baru dan tidak buram, sy udah seminggu dan ga ada solusi, mohon direspon.. saya akan reting ulang kalau udah ada solusi",2025,brimo,verifikasi ktp gagal daftar ulang nomer sempet blokir skarang aktifin nomernya cabang pusat suruh coba rumah tidak solusi tetep verifikasi ktp kpt tidak buram minggu tidak solusi mohon direspon reting ulang solusi,-1,negatif
Prastiwi tiwik,kenapa kartu saya yang satunya tertulis aktif tapi gagal,2025,brimo,kartu satu tulis aktif gagal,-1,negatif
Wijaya 007,masak app sekelas perbankan sering error,2025,brimo,masak aplikasi kelas perban error,-1,negatif
Raraseptiani,knpa tidak bisa melakukan teranfer ke dana BRIMO saya,2025,brimo,knpa tidak bisa teranfer dana brimo,0,netral
Siti Ratniwersi,"ga enak bgt pake brimo, duit gue 50k raip gtu aj, mana mau buat makan. gaji kn udh dikasi ya sama perusahaan bri, kok rakyat kecil jg dimakan uangny",2025,brimo,tidak enak banget pakai brimo uang k raip gtu aj makan gaji kn kasi usaha bri rakyat makan uangny,0,netral
Muhamad Pratama,baik,2025,brimo,,0,netral
Silva Khairunisa,apa si brimo mau daftar mbangking aja susah.. brp kali coba d bagian foto ktp susah bangt.. gagal la batas limit la padahal udah benae fotoin nya.. prbaiki lagi dong udh 3 hari bejurut stuck d vrivfksi foto ktpnya,2025,brimo,si brimo daftar mbangking susah coba foto ktp susah bangt gagal la batas limit la benae fotoin prbaiki bejurut stuck vrivfksi foto ktpnya,-3,negatif
Reza Duulun,"tidak bisa masuk,😭",2025,brimo,tidak bisa masuk,0,netral
pria insyaf,"fitur layanan bebas pulsanya tidak bisa digunakan, waktu mau menghubungi malah balik lg ke menu awal",2025,brimo,fitur layan bebas pulsa tidak bisa hubung menu,0,netral
Rosna Almiraj,"""koneksi internet kurang baik"" padahal buka aplikasi lain lancar aja",2025,brimo,koneksi internet kurang buka aplikasi lancar,1,positif
Sand Flower,"Sumpah demi apapun gw nyesel pake ini Aplikasi,Login susah,password udh bener dibilang salah,Giliran udh 1 jam login dengan username & password yg sama malah masuk..stress anying,Finger print jg gabisa btw,padahal pas awal2 pake aman2 aja ini aplikasi... untung ada ATM deket rumah",2025,brimo,sumpah apa nyesel pakai aplikasilogin susahpassword bilang salahgiliran jam login username password masukstress anyingfinger print tidak bisa btwpadahal cocok pakai aman aplikasi untung atm deket rumah,1,positif
Revi Amanda,kenapa tiba tiba tidak bisa TF min badalan udh tutup aplikasi lain.. tp tetap gak bisa juga,2025,brimo,tidak bisa transfer badal tutup aplikasi tidak bisa,0,netral
Mahmudi Mahmud,Masih menunggu tindak lanjut BRIMO atas keluahan sdr Rommy Tanjaya tgl 29 11 25...sya mengalami hal serupa😔😔😔😔,2025,brimo,tunggu tindak brimo luah sdr rommy tanjaya tgl sya alami,0,netral
Daniel Kase,mengapa brimo sulit di gunakan? klau digunakan sering ada pemberitahuan untuk memastikan aplikasi lain tolong di perbaiki aplikasinya trimakasih,2025,brimo,brimo sulit klau pemberitahuan aplikasi tolong baik aplikasi trimakasih,0,netral
Dy Nata,"saat mendaftar dan setelah memasukkan nomor telefon dan memfoto KTP tiba tiba di suruh daftar ulang kembali,setelah daftar ulang kembali malah gabisa,,,maunya apa",2025,brimo,daftar masuk nomor telefon foto ktp suruh daftar ulang kembalisetelah daftar ulang gabisamaunya,0,netral
Iqrain Syamadal Ali,"saldo saya terpotong padahal transaksi qris gagal, tolong balikin saldo saya, udah banyak saldo saya terpotong",2025,brimo,saldo potong transaksi qris gagal tolong balikin saldo saldo potong,-1,negatif
Awall Pratama,lagi butuh banget malah gak bisa kebuka😭,2025,brimo,butuh banget tidak bisa buka,0,netral
Qwamkyend Narama,"sial setelah di perbaharui malah tidak bisa login, padahal masih ada pulsa data. hanya bisa login menggunakan WiFi 😰....",2025,brimo,sial baharu tidak bisa login pulsa data bisa login wifi,0,netral
Fahrul Fahri,"brimo yang terhormat, tolong adakan fitur ganti nomor di aplikasi brimo, kalau di suruh ke kantor Mungkin sebagian orang tidak sempat ke kantor karna menghalangi pekerjaan org 🙏🙏🙏",2025,brimo,brimo hormat tolong adakan fitur ganti nomor aplikasi brimo suruh kantor orang tidak kantor halang kerja orang,0,netral
Optimum Preed,"gangguan, susah buat ngirim klo kyak gini",2025,brimo,ganggu susah ngirim kyak gin,-2,negatif
Jagoan Neon,penanganan nya lelet,2025,brimo,tangan lelet,0,netral
Saibi Kasim,"Bagus, mudah digunakan dan anti macet.. 👍👍👍",2025,brimo,bagus mudah anti macet,2,positif
Lisna “Lisna” Wati,"2 hari kemaren otomatis diupdate sejak diupdate malah gak bisa dipake alasannya koneksi internet buruk padahal signal HP kenceng kuota juga masih banyak, heran dech... coba dicek ulang donk aplikasi nya kalo ky gini terus bener bener susah mau pake buat bayar atau transfer",2025,brimo,kemaren otomatis diupdate diupdate tidak bisa dipake alas koneksi internet buruk signal handphone kenceng kuota heran dech coba cek ulang donk aplikasi ky gin susah pakai bayar transfer,-2,negatif
