username,review,rating,tahun,aplikasi,clean_text
Dika Cahya,"sumpah sampe skrg Tdk bisa d buka brimo bagian Papua tengah ,segera perbaiki sistemnya min",1,2025,brimo,sumpah tidak bisa buka brimo papua baik sistem
NutriSatir,"selalu saja mengecewakan,hp saya android 13 dan masih memiliki storage dan ram yang masih banyak tetapi setiap membuka apk brimo ini selalu saja force close.tolong perbaiki ini",1,2025,brimo,mengecewakanhp android milik storage ram buka aplikasi brimo force closetolong baik
haqul Mubin,"apknya susah foto ktp aja gagal terus dan ribet amat , paling enak apk livin by mandiri langsung bisa , ini brimo sangat mengecewakan",1,2025,brimo,apknya susah foto ktp gagal ribet enak aplikasi livin by mandiri langsung bisa brimo sangat kecewa
Rianvit Benyamin,"aplikasi ini awalnya baik-baik saja tapi tiba-tiba tidak bisa login harus di suruh nonaktifkan menu aksesibilitas, saya sudah melakukan semuanya tapi tetap tidak bisa login",1,2025,brimo,aplikasi baikbaik tibatiba tidak bisa login suruh nonaktif menu aksesibilitas tidak bisa login
Oh Shyura,"pelayanan ramah, mudah digunakan, sangat bermanfaat, memudahkan dalam transaksi, orang orangnya juga baik dan ramah. saya nya aja yang jahat.",1,2025,brimo,layan ramah mudah sangat manfaat mudah transaksi orang orang ramah jahat
Agung Rizaldi,"gimana ini direkening masi sisa saldo 150rb kok tiba² hilang 100k tidak ada respon sama pertanggung jawaban nya,gajelas bgt woi",1,2025,brimo,rekening mas sisa saldo ribu hilang k tidak respon tanggung nyagajelas banget woi
Andi Kaya,kenpa ya kok sllu gk bisa buat tf ke dana .jika udah skli gk bisa sllu gk bisa,1,2025,brimo,kenpa sllu tidak bisa transfer dana skli tidak bisa sllu tidak bisa
Andi Muhammad Fahri Asyahri,"maaf untuk sebelumnya,sudah menjadi pengguna beberapa tahun tidak ada masalah,tapi update kali ini muncul masalah login,transaksi,dan jaringan selalu muncul",1,2025,brimo,maaf sebelumnyasudah guna tidak masalahtapi update muncul logintransaksidan jaring muncul
Rohmad Indrianto (risqinarich),"masuk pakai akun lama gak bisa (HSAO) daftar lagi gak bisa, no hp sudah terdaftar...bukannya bikin mudah malah bikin pusing.",1,2025,brimo,masuk pakai akun lama tidak bisa hsao daftar tidak bisa no handphone terdaftarbukannya mudah pusing
Erik Salva,"untuk daftar saja susah , masa di daftar no hp lebih 0 di depannya bisa di bikin m banking",1,2025,brimo,daftar susah daftar no handphone depan bisa m banking
Dr. Tenma,"daftar gagal terus , nomor tidak sesuai terus , awal kan udah verifikasi nomor hp , kenapa tahap selanjutnya nomor tidak sesuai",1,2025,brimo,daftar gagal nomor tidak sesuai verifikasi nomor handphone tahap nomor tidak sesuai
Feliks Feliks,brimo saya kenapa ngestuck di logo ini_-,1,2025,brimo,brimo ngestuck logo
Regen Mutahang,Aplikasi jelek sudah scan KTP asli di bilang KTP tidak valid.,1,2025,brimo,aplikasi jelek scan ktp asli bilang ktp tidak valid
Ela Maryati,force close crash,1,2025,brimo,force close crash
Adsa muhamad Riski,bermasalah terus,1,2025,brimo,masalah
MUPR Corporation,"aplikasi lemot, terima tf aja lama",1,2025,brimo,aplikasi lama terima transfer lama
Syasys A,aplikasi buatan indonesia selalu ribet harus satu kali login harus jadi sungguh ini menjengkelkan gak BRIMO gak JKN gak JMO sama saja gak kayak aplikasi luar negeri yang leluasa login bisa diulangi bila ada kesalahan gak perlu nungga nunggu waktu atau malah sampe datang ke perusahaan untuk perbaikan data tolong perbaiki ini sungguh sampah,1,2025,brimo,aplikasi buat indonesia ribet login sungguh jengkel tidak brimo tidak jkn tidak jmo tidak aplikasi negeri leluasa login bisa ulang salah tidak nungga nunggu usaha baik data tolong baik sungguh sampah
Ihsan P,"permasalahan login yang ribet dan belum di fix kan selama bertahun"", ketika login mencoba mengkonfirmasi nomor hp yg digunakan sudah sesuai tapi masih tetap gagal login",1,2025,brimo,masalah login ribet fix tahun login coba konfirmasi nomor handphone sesuai gagal login
WADU HEK,"""SELESAIKAN PANGGILAN TELEPON DULU"" apasih gak jelas banget padahal tdk sedang menelpon",1,2025,brimo,selesai panggil telepon apasih tidak banget tidak telpon
Cokies Cream,ini kenapa brimo sering gangguan di jam penting..ga bisa log in,1,2025,brimo,brimo ganggu jam pentingga bisa log in
Wahyudil Hayat,Sering tidak berfungsi dg baik. aplikasi gagal dan ngelag,1,2025,brimo,tidak fungsi dg aplikasi gagal ngelag
mr vherdy,"aplikasi SDH bagus malah ad update mau login pakai data GK bisa, harus numpang wifi Telkom baru bisa login, perbaiki cepat deh, bikin susah aja",1,2025,brimo,aplikasi bagus ad update login pakai data tidak bisa numpang wifi telkom bisa login baik cepat susah
M Titan Gunawan,"Bayar QRis GAGAL tapi Saldo Kepotong Bisa kerja GK sih,SELAMA DUIT SAYA BELUM BALIK TETAP BINTANG 0 CAMKAN ITU!!!",1,2025,brimo,bayar qris gagal saldo potong bisa kerja tidak sihselama uang bintang cam
Sigit Bayuaji,perasaan udah login bisa masuk trus kluar log out mau login lagi ngga bisa udah dicoba berapa kali aja ini!,1,2025,brimo,asa login bisa masuk kluar log out login tidak bisa coba
RICKY BOZES,makan sana uang gue gocap . transaksi gagal harusnya mah balik dan di cari semua transaksi pada gagal tp uang ke potong kn lucu . begini kah kelasnya Bank Nasional bobrok syukur gak pernah naro uang gede di sini,1,2025,brimo,makan uang gocap transaksi gagal mah cari transaksi gagal uang potong kn lucu kah kelas bank nasional bobrok syukur tidak naro uang gede
A R I S H T E R,mau login brimo malah ga ada kode verifikasi masuk. hadeeehhhh,1,2025,brimo,login brimo tidak kode verifikasi masuk hadeehh
Fikri Zainul Mutaqin,"waduh gimana ini aplikasinya, saya tadi jam 00,00 beli tiket kereta, terus saya bayar langsung 8k, ada kesalahan (tulisan merah) terus saya ulangi. dan setelah itu tiba tiba saldo saya ngurang banyak yang awalnya 559.929 sekarang jadi 527.929. dan dimutasi tersebut tidak ada riwayatnya maupun yang notif gagal dan notif sudah berhasil transfer qris. tolong selesaikan masalah saya. kalau tidak saya akan lapor",1,2025,brimo,aplikasi jam beli tiket kereta bayar langsung k salah tulis merah ulang saldo ngurang mutasi tidak riwayat notif gagal notif hasil transfer qris tolong selesai tidak lapor
farlancitra_01,"maaf ya saya kasih bintang 1 dulu soalnya Ini ketika saya gagal 1 kali percobaan selalu Gabisa di Ulangi, dan Harus Nyoba lagi besok. padahal Tinggal 1 tahap lagi buat penyelesaian bikin akun saya udah 4 hari gini terus, bukan karna saya nya yang gabisa Selesain, tapi apk nya sendiri yang sering nge bug, Di bagian foto KTP, pas selesai foto KTP Padahal udh ada Tanda ""ceklis/berasil"" tapi Setelah itu balik ke tampilan awal lagi dan harus foto beberapa kali, ketika di Close, malah Cb lagi besok",1,2025,brimo,maaf kasih bintang gagal coba tidak bisa ulang nyoba besok tinggal tahap selesai akun gin tidak bisa selesain aplikasi nge bug foto ktp cocok selesai foto ktp tanda ceklisberasil tampil foto close cb besok
janu prasetyo,"kenapa dompet digital jd hilang,e wallet jg gak bisa dipakai lebih bagus yg versi sebelumnya,minta tolong dikembalikan ke versi sebelumnya min saya lebih recomended yg versi 2024 makasih sebelumnya🙏",1,2025,brimo,dompet digital hilange wallet tidak bisa pakai bagus versi sebelumnyaminta tolong kembali versi recomended versi makasih
Aan Riyadi,aplikasi udh bisa masuk menu login tpi username tidak bisa di beri tanda titik 😡 di hp Infinix tolong di perbaiki,1,2025,brimo,aplikasi bisa masuk menu login username tidak bisa tanda titik handphone infinix tolong baik
Dar Maji,pembayaran gagal kenapa saldonya terpotong dan tidak ada kembalian sudah di minta bantuan udah 2 hari gak ada jawaban gimana cari uang susah jangan di persulitkan uang saya,1,2025,brimo,bayar gagal saldo potong tidak kembali bantu tidak cari uang susah sulit uang
Irwan Wahyudi,tidak bisa telepon bebas pulsa,1,2025,brimo,tidak bisa telepon bebas pulsa
Kaka Kaka,"login sekarang sangat ribet, biasa nya kalo sudah masukan username, kata sandi, pin langsung verifikasi sms udah langsung masuk. sekarang semua sudah dilakukan sampai harus foto ktp saat login, masih tidak bisa login, chatt cs via whatssap sangat slow respon, awal nya bales pas dijelasin keluhan langsung ngilang, udah setengah jam masih belum ada respon, masa masalah login aja harus ke cabang terdekat",1,2025,brimo,login sangat ribet masuk username sandi pin langsung verifikasi pesan langsung masuk foto ktp login tidak bisa login chatt customer service whatssap sangat slow respon bales cocok dijelasin keluh langsung ngilang jam respon login cabang dekat
else restantiya,tidak bisa untuk login username.,1,2025,brimo,tidak bisa login username
Charles Bani,apk Brimo sudah tidak jelas masa uang saya di dalam bisa hilang padahal tidak ada yg tau pin Brimo saya,1,2025,brimo,aplikasi brimo tidak uang bisa hilang tidak pin brimo
D Y P,mindai qris sering eror. . . udah bayar pake qris sering gagal tpi tetap kepotang,1,2025,brimo,mindai qris error bayar pakai qris gagal kepotang
Aan Pradifta,buat apa ada pengajuan kalo gak ada respons.,1,2025,brimo,aju tidak respons
DIKA ARIF SIHOMBING,"aneh x kadang kalok tranfer gagal bisa ilang uang malah ke transfer. padahal katanya gagal ,lewat dua hari uang yg di transfer gagal malah hilng direkening",1,2025,brimo,aneh kadang kalok tranfer gagal bisa ilang uang transfer gagal uang transfer gagal hilng rekening
Indrus Efendi,bayar pake qris di brimo gagal terus tapi saldo tetap berkurang call center nya juga nggak respon sama sekali,1,2025,brimo,bayar pakai qris brimo gagal saldo kurang call center tidak respon
Bang Echong,"Tolong perbaiki masalah jaringan. Saat buka aplikasi lain jaringannya normal, tapi saat mau konfirmasi transfer di brimo jaringannya merah terus",1,2025,brimo,tolong baik jaring buka aplikasi jaring normal konfirmasi transfer brimo jaring merah
Hery Bali,tidak banyak komentar hanya mau menyampaikan keluhan saya di apk brimo. saya MW login tiba2 ada pemberitahuan bahwa no hp yang ada akun brimo saya tidak sesuai dengan no hp yg ada pada ponsel. brimo makin kesini makin mempersulit dan tidak jelas.,1,2025,brimo,tidak komentar keluh aplikasi brimo mw login pemberitahuan no handphone akun brimo tidak sesuai no handphone ponsel brimo kesini sulit tidak
Andiy Must,"ini gw nulis saat brimo gabisa login pas gw mau transaksi,",1,2025,brimo,nulis brimo tidak bisa login cocok transaksi
Wayou Bule,"saya kurangin bintangnya.. kenapa kalo mau transfer selalu ada tulisan "" demi keamanan dan kenyamanan pastikan untuk menutup aplikasi lain terlebih dahulu, setelah itu lanjut untuk membuka BRImo lagi untuk melanjutkan aktivitasmu."" padahal saya ga lagi buka aplikasi lain... tolong diperbaiki.... makin ribet aj BRImo..",1,2025,brimo,rangin bintang transfer tulis aman nyaman pasti tutup aplikasi buka brimo lanjut aktivitas tidak buka aplikasi tolong baik ribet aj brimo
dunia Mandiri,"sangat buruk, masa mau daftar akun aja susah, selalu nomor hp tidak sesuai, padahl nomornya udah bener",1,2025,brimo,sangat buruk daftar akun susah nomor handphone tidak sesuai padahl nomor
Yoga Roindika,jelek dipotong trus saldonya buat apa habis uangnya transfer uang trus harus lapor mau TF baru dibuka kalau tidak tetap tidak bisa TF aneh sister bri,1,2025,brimo,jelek potong saldo habis uang transfer uang lapor transfer buka tidak tidak bisa transfer aneh sister bri
Benny Alexander,"ribet untuk login pertama nya, harus pake data di nomor yang terdaftar, ganti nomor nya harus ke kantor cabang pula",1,2025,brimo,ribet login pakai data nomor daftar ganti nomor kantor cabang
Torro Winasis,"Ada apa dengan brimo,,top up dana susah sekali sekarang,,ada peringatan matikan aplikasi lain,padahal tidak ada aplikasi lain yang aktip",1,2025,brimo,brimotop up dana susah sekarangada ingat mati aplikasi lainpadahal tidak aplikasi aktip
Putra Maniax,"bagus sih ,, cuma biaya notif + biaya bulanan jadi naik",1,2025,brimo,bagus biaya notif biaya bulan
Lucky Alfarizy,"duh ini knp yah saya ga bisa login, ayo dong katanya kualitas internetmu kurang baik, padahal bagus"" aja tuuh bisa buka tiktok youtube intagram bisa kok, knp login brimo ga bisaa huffff giliran penting bgini malah ribett",1,2025,brimo,duh tidak bisa login ayo kualitas internetmu kurang bagus tuuh bisa buka tiktok youtube intagram bisa login brimo tidak bisaa huff gilir bgini ribett
Dsandria Sudawirat,mau bikin aja di persulit,1,2025,brimo,sulit
Tepoz Agus,Brimo tidak bertanggung jawab. saya beli kuota di notifikasi sudah berhasil tetapi tidak kuota tidak masuk. ini sangat merugikan nasabah. jika tidak ada perbaikan dan tanggung jawab biarlah BINTANG SATU saya sematkan. kritis betul brimo ini,1,2025,brimo,brimo tidak tanggung beli kuota notifikasi hasil tidak kuota tidak masuk sangat rugi nasabah tidak baik tanggung biar bintang semat kritis brimo
Ardi sadewa Ardi,belum bisa masuk ke apk nya padahal akun ku sdh diperbarui kemarin,1,2025,brimo,bisa masuk aplikasi akun ku baru kemarin
OXY AF,"kenapa loading terus padahal sinyal wifi bagus dan menggunakan internet juga bagus, mohon untuk di tindak lanjuti karena menyebabkan keterlambatan pengguna🙏🏻",1,2025,brimo,loading sinyal wifi bagus internet bagus mohon tindak lanjut sebab lambat guna
Surya pengkhayal,"tau"" diblokir GK jelas",1,2025,brimo,blokir tidak
Ena Ndr,"Sedari awal September kok tdk bisa transaksi, sudah ke bank sampai sekarang masih sama🥲",1,2025,brimo,dar september tidak bisa transaksi bank
Rheinhard Mitchelle Sahambe (Rhein),"GK bisa di buka, padahal jaringannya bagus. Aplikasi lain bisa koq, kenapa Brimonya malah GK bisa?. Di kota kan jaringan bagus, Brimonya aja bermasalah nih. Bikin ribet aja urusan transaksi😠",1,2025,brimo,tidak bisa buka jaring bagus aplikasi bisa koq brimonya tidak bisa kota jaring bagus brimonya masalah ribet urus transaksi
Dwiki Rizaldy,"untuk penggunaan brimo sekarang loginnya malah dipersulit sekarang pakai KTP padahal kemarin saya masih bisa login via SMS dengan mudah dan lancar sekarang malah dipersulit pakai KTP iya kalo KTP pengguna brimo masih ada kalau enggak ada KTP sama saja bohong , untuk brimo jangan dipersulit la untuk loginya sekarang",1,2025,brimo,guna brimo loginnya sulit pakai ktp kemarin bisa login pesan mudah lancar sulit pakai ktp iya ktp guna brimo ktp bohong brimo sulit la log
Subandi Abizard,aplikasi brimo makin gak jelas saya transfer terkirim tapi di penerima tidak masuk,1,2025,brimo,aplikasi brimo tidak transfer kirim terima tidak masuk
Asya Nurul Azkia,jam 11n keatas error terus mau tranfer ewallet,1,2025,brimo,jam n atas error tranfer ewallet
ana tasya,brimo makin mengecewakan,1,2025,brimo,brimo kecewa
Nusi Sanusi,"jlek sekarang susah pake pfrifikasi wajah , bikin emosi , coba sperti dulu ngak ribet",1,2025,brimo,jlek susah pakai pfrifikasi wajah emosi coba sperti ngak ribet
Christina Widjajanti,"apa apaan ini,masa kode Verif email lama bener. haduhhhhhh!!!!!. gk d kirim²!!!!!!",1,2025,brimo,inimasa kode verif email lama haduhh tidak kirim
Hadi,"knapa ko buka brimo paspod sllu salh biasa,a amn"" saja",1,2025,brimo,knapa buka brimo paspod sllu salh biasaa amn
Kholilur Rohman,"setelah update aplikasi makin buruk, padahal jaringan bagus, versi android juga udah terbaru,udah di uninstall lalu downlod ulang udah nyoba login 100 kali masihh tidak bisa masuk",1,2025,brimo,update aplikasi buruk jaring bagus versi android terbaruudah uninstall downlod ulang nyoba login masihh tidak bisa masuk
Heri Irawan,sudah sehari smlm aku nunggu saldo masuk ke ovo....diproses trus.....kapan masuknya ....sdngkan saldo rekening dh kepotong....kecewa bgt,1,2025,brimo,hari smlm nunggu saldo masuk ovodiproses truskapan masuk sdngkan saldo rekening dh kepotongkecewa banget
yudha hermansya,"gak bisa logon , keluar-keluar sendiri",1,2025,brimo,tidak bisa logon keluarkeluar
Agus Candra,tidak bisa buka aplikasinya. tiba tiba kluar sendiri,1,2025,brimo,tidak bisa buka aplikasi kluar
Wildan Abdul,akun ku ke blokir,1,2025,brimo,akun ku blokir
Habibie Umar,"hati2 yang suka bertansksi pake qris, keterangan gagal tapi saldo tetep di comot",1,2025,brimo,hati suka bertansksi pakai qris terang gagal saldo tetep comot
Wd nur Halima,KTP harus fisik trus yg digital gmna bangset,1,2025,brimo,ktp fisik digital gmna bangset
Baharudin,kartu saya hilang pak dan malas buat ke bri cabang tolong dong update biar bisa masuk tampa kartu terpasang ke hp ribet untuk verif kan bisa verif wajah dll jangan cuma kita ga pasang kartu ga bisa masuk ke brimo nya,1,2025,brimo,kartu hilang malas bri cabang tolong update bisa masuk tampa kartu pasang handphone ribet verif bisa verif wajah dll tidak pasang kartu tidak bisa masuk brimo
Put Ra,masa ngirim ke dana gk bisa makin gj nih apk,1,2025,brimo,ngirim dana tidak bisa gj aplikasi
Muhammad Nur Fajri,tolong diperbaiki mau masuk ke aplikasinya saja tidak bisa heran,1,2025,brimo,tolong baik masuk aplikasi tidak bisa heran
Harapan j sipayung Sipayung,kog ngga bisa di buka brimo nya???,1,2025,brimo,kog tidak bisa buka brimo
bang di,notifikasi/info trnsaksi tidak ada? ini bahaya si kluar masuk tidak tercatat tapi info notif nya iklan smua promo ini itu lah promo beli bayar ini itu,1,2025,brimo,notifikasiinfo trnsaksi tidak bahaya si kluar masuk tidak catat info notif iklan promo promo beli bayar
Ime Ayi,tidak bisa daftar padahal punya rek di bri,1,2025,brimo,tidak bisa daftar rekening bri
Andre Fizah,sejak update malah gak bisa login padahal lagi butuh uang ☺️,1,2025,brimo,update tidak bisa login butuh uang
maxima jaya,trobel trus capek!,1,2025,brimo,trobel capek
AbdulRohim A.Rohi.,aplikasi kaya ginih udah beres semua login pasword bner pripikasi KTP mntal teruss,1,2025,brimo,aplikasi kaya ginih beres login pasword bner pripikasi ktp mntal teruss
Ardhi kusuma,"Kenapa hari ini app crash terus ya, biasanya ga pernah? forceclose terus",1,2025,brimo,aplikasi crash tidak forceclose
Bahar Tmg,kenapa no rekeningnya sendiri dan identitas diri sendiri tapi verivikasi wajah tidak bisa. setelah upgrade palah semakin susah di buka..,1,2025,brimo,no rekening identitas verivikasi wajah tidak bisa upgrade palah susah buka
Aprilia Kulas,"Pelayanan di Bank cs likupang sangat Lama,mohon lbih di perhatikan pelayanan nya kebnyakan orang yg ngantri Bnyak komplain.",1,2025,brimo,layan bank customer service likupang sangat lamamohon lbih perhati layan kebnyakan orang ngantri bnyak komplain
Riyanto A,Tolong di semua fitur investasinya di kelola dengan provesional...jangan sampai kami merasa dirugikan...trmksh,1,2025,brimo,tolong fitur investasi kelola provesionaljangan dirugikantrmksh
Wanda Surbakti,setelah ini saya tidak mau menggunakan BRI mo karna tf ke dana tdiak bisa terus saya menyesal mendownload ini,1,2025,brimo,tidak bri mo transfer dana tdiak bisa sesal mendownload
Jsrptty,tidak pernah ada notif transaksi yang masuk,1,2025,brimo,tidak notif transaksi masuk
Yusuf Sofiawan,Tiba tiba tidak bisa diScreenshot dalam aplikasi. Sangat bikin was was kalau saldo tetiba hilang dan kita lupa berapa saldo terakhir. Pertimbangan untuk pindah bank saja.,1,2025,brimo,tidak bisa discreenshot aplikasi sangat was was saldo tetiba hilang lupa saldo timbang pindah bank
Anggitha Berliana,"Nyesel pake ini, skarang ga bisa buat transaksi, slalu ada notifikasi ""demi kenyamaman keamanan tutup aplikasi lain blablabla dll"" pdhal ga buka apk lain. Klo ga mampu buat aplikasi, lebih baik ga usah bikin. Malah nyusahin pelanggan doang, berasa di prank pake aplikasi ini, jelek bgt, hapus aja, sbg apk dri pihak BANK yg udah trnama kok jelek bgini klah sma sbelah. Palingan ntar di balesin bot doang ini keluhan, ga ada solusi langsung cuman bot ngarahin buat nelpon ke BRI doang pret bgt.",1,2025,brimo,nyesel pakai skarang tidak bisa transaksi slalu notifikasi kenyamaman aman tutup aplikasi blablabla dll pdhal tidak buka aplikasi tidak aplikasi tidak nyusahin langgan asa prank pakai aplikasi jelek banget hapus sbg aplikasi dri bank trnama jelek bgini klah sbelah paling balesin bot keluh tidak solusi langsung cuman bot ngarahin nelpon bri pret banget
Nazrul Akbar,pelayanan apa ini jelek,1,2025,brimo,layan jelek
R Z,Bank yang sering menipu orang ini ya?,1,2025,brimo,bank tipu orang
Ronal Lengkong,"kembali jadi aplikasi sampah. pas login selalu ada popup nya, menggangu sekali. kalian kira ini apps ecommerce. coba ngaca dulu ke mandiri, bni, dan bca..",1,2025,brimo,aplikasi sampah cocok login popup menggangu apps ecommerce coba ngaca mandiri bni bca
Tomi Ika,ngeri gunain ini bank nanti uang nasabah hilang.,1,2025,brimo,ngeri gunain bank uang nasabah hilang
Satria Akbari,banyak gangguan,1,2025,brimo,ganggu
Muhammad Asdian,Saldo saya terpotong padahal status transaksi gagal,1,2025,brimo,saldo potong status transaksi gagal
G_02_ ADITYA REYMADONA,"Aplikasi kontl banknya juga kont, sering error gajelas ini servernya pake server judol apa gimana?kaga ada stabil2nya",1,2025,brimo,aplikasi kontl bank kont error tidak servernya pakai server judol gimanakaga stabil
Jhon kevin Nainggolan,"sering ngebug, bug saldo kosong, sehingga ketika ingin transaksi untuk keperluan darurat jadi tidak bisa",1,2025,brimo,ngebug bug saldo kosong transaksi perlu darurat tidak bisa
TEGUH ARAFAT,udh brp jam setelah melakukan pengaduan tapi tidak ada respon dari Brimo . saya transaksi via qris tapi tidak ada masuk tapi saldo saya terpotong cara kembalikan uang saya bagaimana itu.???,1,2025,brimo,jam adu tidak respon brimo transaksi qris tidak masuk saldo potong kembali uang
Brata Putra Halim,bad,1,2025,brimo,bad
Petrus Kayan,"apalah aku mau ngonfirmasi pin malah tertulis ""transaksi gagal""",1,2025,brimo,apa ngonfirmasi pin tulis transaksi gagal
Alucard Speed,"di perbaiki lagi sistemnya, tiba"" sering log out sendiri",1,2025,brimo,baik sistem log out
NEW BEE,"pembayar gagal melalu qris tapi saldo tetap terpotong,aneh",1,2025,brimo,bayar gagal lalu qris saldo terpotonganeh
Sndy_Alfian03 17,"nggak bisa masuk keterangan,nomor hp dan data seluler yang digunakan tidak sesuai, padahal udah pake nomer hp nya sama data seluler yang sama",1,2025,brimo,tidak bisa masuk keterangannomor handphone data seluler tidak sesuai pakai nomer handphone data seluler
Achmadalwi Bisri,update cek etol brizzi tidak bisa,1,2025,brimo,update cek etol brizzi tidak bisa
Wulan adja,"kalau ngambil uang di ATM bikin pengaduan lewat brimo tuh lama banget, kayak emang engga niat buat di proses, kata nya transaksi gagal tapi saldo rekening tetap kepotong, gimana nih min solusi nya. tolong proses nya di cepetin ya, uangnya ga sedikit soalnya yang kepotong. buat edukasi aja tolong ATM nya tiap beberapa waktu di cek biar kesalahan kayak gini ga keulang lagi, kasihan yang bener-bener butuh duitnya",1,2025,brimo,ngambil uang atm adu brimo lama banget engga niat proses transaksi gagal saldo rekening potong solusi tolong proses cepetin uang tidak potong edukasi tolong atm cek salah gin tidak ulang kasihan benerbener butuh duit
l0v3t0k1ll,###BRICC gabungin ke Brimo### #DISKRIMINASI TOKOPEDIA CARD & NEX CARD GAK BISA DI SAMBUNGIN DI BRIMO# #Tambahin fitur HAPUS DEBIT VIRTUAL PADAHAL REKENING SUDAH DITUTUP SYSTEM #PENGATURAN KEAMANAN KARTU KREDIT MINIM TIDAK SEPERTI KARTU DEBIT BISA DI AKTIFKAN DAN NON AKTIFKAN SUKA SUKA,1,2025,brimo,bricc gabungin brimo diskriminasi tokopedia card nex card tidak bisa sambungin brimo tambahin fitur hapus debit virtual rekening tutup system atur aman kartu kredit minim tidak kartu debit bisa aktif non aktif suka suka
Seftian Aldi,"kacau ini aplikasi!! Kerjaanya foced close terus tiap hari ngga bisa dibuka. Udah disetting sedemikian rupa, ditutup semua aplikasi, dicek malware aman semua tapi tetep ga bisa dibuka. Dulu ngga pernah kaya gini, sekalipn misal buka aplikasi pasti ada peringatan dulu ""Tutup aplikasi pihak ketiga"", sekarang ngga ada pemberitahuan apa-apa, jadi ngga tau masalah kenapa aplikasinya ngga bisa dibuka dan langsung forced close itu apa!!!!",1,2025,brimo,kacau aplikasi kerjaanya foced close tidak bisa buka disetting rupa tutup aplikasi cek malware aman tetep tidak bisa buka tidak kaya gin sekalipn buka aplikasi ingat tutup aplikasi tiga tidak pemberitahuan apaapa tidak aplikasi tidak bisa buka langsung forced close
Sutisna Family,Aplikasi crash. Ga bisa dibuka,1,2025,brimo,aplikasi crash tidak bisa buka
Indra Kurniawan,apalah setelah updet saldo hilang 150 ribu padahal biasa yh tidak hilang ini hilang saya merasa kecewA,1,2025,brimo,apa update saldo hilang ribu yh tidak hilang hilang kecewa
Josua Sihite,Pengajuan kendala transaksi sulit sudah menghubungi CS dan sudah mengajukan laporan kendala tentang transaksi melalui e-mail tetapi respon nya lama. CS nya tidak bisa dihubungi kedepan lebih ditingkatkan lagi pelayanan terhadap nasabah,1,2025,brimo,aju kendala transaksi sulit hubung customer service aju lapor kendala transaksi email respon lama customer service tidak bisa hubung depan tingkat layan nasabah
Meysi nur neprianti,"padahal sebelumnya lancar ancar aja , tapi setelah diperbarui kenapa dia pas mau transfer selalu disuruh nutup aplikasi lain terus , padahal lagi nggak buka apk lain , giliran udah di tutup semua ,tetep aja disuruh gitu lagi jadi susah nih untuk ngelakuin transaksi 😭😭😭 tolong dongg",1,2025,brimo,lancar ancar baru cocok transfer suruh nutup aplikasi tidak buka aplikasi gilir tutup tetep suruh gitu susah ngelakuin transaksi tolong dongg
M.A.R boyyy,"saya mengeluhkan penarikan di ATM brimo, saldo ketarik tetapi uang tidak keluar, mikirlah kalau ada urusan mendadak kita pengen uangnya cpat gimana?, tolong lah untuk di mesin atm itu sistem nya di bagusin lagi, kalau orang gk bisa ngambil yaudah gk usah narik2 saldo segala, tolong dong brimo UPDATE lagi lah hal2 yg kayaq bgini kami yg menggunakan bank anda demi kenyaman, ini kita malah lagi ke kantor ngurus itu ini, blum lagi laporan di apk ke terima apa tidak, tolong evaluasi lagi",1,2025,brimo,keluh tari atm brimo saldo tarik uang tidak mikirlah urus dadak ken uang cpat tolong mesin atm sistem bagusin orang tidak bisa ngambil yaudah tidak narik saldo tolong brimo update kayaq bgini bank kenyam kantor ngurus blum lapor aplikasi terima tidak tolong evaluasi
yoga risa,ga apk ga bank nya. mengecewakan. nama doang bank rakyat indonesia. pret lah,1,2025,brimo,tidak aplikasi tidak bank kecewa nama bank rakyat indonesia pret
yudi robot,tidak bisa akses k brimo,1,2025,brimo,tidak bisa akses k brimo
Rudi120 Anur Saputra,"aneh hbis diupgrade tambah parah aplkikasi brimo, jelek masa mau login tulisan periksa koneksi internert anda , sementara sigmal dan wifi high, tdk ada masalah, hp mendukung, jelek",1,2025,brimo,aneh hbis diupgrade parah aplkikasi brimo jelek login tulis periksa koneksi internert sigmal wifi high tidak handphone dukung jelek
Awal SL,saya top up gopay saldo terpotong tapi tidak masuk apk busuk,1,2025,brimo,top up gopay saldo potong tidak masuk aplikasi busuk
yans sukma pratama,"layanan bantuan brimo utk reset password briccmobile sangat buruk dan tidak membantu.. tidak ada solusi sama sekali kalau kita lupa jawaban pertanyaan keamanan, hanya diminta menebak miliaran triliunan kemungkinan jawaban 30.11.2025 dgn agen kode Eric",1,2025,brimo,layan bantu brimo reset password briccmobile sangat buruk tidak bantu tidak solusi lupa aman tebak miliar triliun agen kode eric
samsurrida 07,ngeleg GK guna,1,2025,brimo,ngeleg tidak
Septian tri Cahyo,"bolak balik di suruh verifikasi.. susah di pake.. di suruh tunggu beberapa saat lagi, tapi udah di tunggu beberapa hari sama aja ga bisa.. malah di suruh beberapa saat lagi.. ga bagus.. menyusah kan.. sudah veririfikasi tahap 4 malah di ulangin dari 1..",1,2025,brimo,bolak suruh verifikasi susah pakai suruh tunggu tunggu tidak bisa suruh tidak bagus susah veririfikasi tahap ulangin
Brayen Oxel,puluhan tahun pake BRI smpe skrng ga pernah dpt pinjeman atau kartu kredit.payah,1,2025,brimo,puluh pakai bri smpe skrng tidak dpt pinjeman kartu kreditpayah
